statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"November 2012 was ""a record year of turnout. More people voted before Election Day using absentee ballots and voting early than ever before in our history.""",mostly-true,true,"['true', 'mostly-true', 'half-true']",3,True
"""Seven Milwaukee wards report more 2020 presidential votes than registered voters.”",pants-fire,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true', 'true', 'half-true']",6,True
"Says rival Jill Karofsky wants ""to disarm law abiding citizens.""",mostly-false,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true']",4,True
Rhode Island is the last state still using the Optech III P voting machines and they don’t meet suggested federal standards.,half-true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
"Donald Trump’s letter to Joe Biden said, “You know I won.”",false,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true', 'true', 'half-true']",6,True
"Election results in Clark County, Nevada, and Arizona are not yet known because those places “want more time to cheat.”",pants-fire,false,"['false', 'pants-fire', 'mostly-false']",3,True
Donald Trump won Pennsylvania in the 2020 presidential election.,false,false,"['false', 'mostly-false', 'mostly-true', 'half-true', 'pants-fire']",5,True
Says Joe Biden said “dozens of police were killed” during the Jan. 6 attack on the U.S. Capitol but “exactly zero people” died that day.,pants-fire,true,"['true', 'false', 'mostly-true', 'half-true', 'mostly-false']",5,False
"""Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.""",half-true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
"Says Tony Thurmond was ""sued by the ACLU"" for leaving students in unsafe conditions.",false,false,"['false', 'mostly-false', 'mostly-true', 'true', 'half-true', 'pants-fire']",6,True
"Says ""over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.""",true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
A Georgia law has not “criminalized giving people bottles of water.” It pertains to political organizations.,mostly-false,true,"['true', 'mostly-true', 'false', 'mostly-false', 'half-true']",5,True
"“Every single county in America, every single county, Kamala Harris did worse than Joe Biden did.”",false,false,"['false', 'mostly-false', 'mostly-true', 'pants-fire', 'true', 'half-true']",6,True
"Texas ""had the highest level of turnout than ever before in the primary.""",half-true,mostly-true,"['mostly-true', 'false', 'mostly-false', 'true', 'half-true', 'pants-fire']",6,True
"St. Pete Beach's local version of Amendment 4 resulted in ""seemingly endless lawsuits (that) decimated the city's legal budget and forced the city to raise the property tax rate.""",half-true,mostly-true,"['mostly-true', 'mostly-false', 'true', 'false', 'half-true']",5,True
“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,pants-fire,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true']",4,True
An Illinois couple who received five vote-by-mail applications can vote five times.,false,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true']",4,True
"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",false,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true']",4,True
Footage shows Dallas pollbooks fraudulently “adding hundreds of voters in real time as the poll was being closed.”,false,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'half-true']",5,True
"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”",true,false,"['false', 'mostly-false', 'mostly-true', 'true', 'half-true']",5,True
"The FBI targeted a woman and searched her home because she “protested local school board, elections.”",mostly-false,mostly-true,"['mostly-true', 'mostly-false', 'false', 'true', 'half-true', 'pants-fire']",6,True
"Nevada Democratic Party leaders ""hijacked the process on the floor"" of the state convention ""ignoring the regular procedure and ramming through what they wanted to do.""",false,mostly-true,"['mostly-true', 'true', 'half-true', 'mostly-false', 'false']",5,True
"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",true,true,"['true', 'mostly-true', 'false', 'half-true', 'mostly-false']",5,True
A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,false,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'true', 'half-true']",6,True
"""We heard from the Department of Homeland Security ... that this was probably the most secure election that’s ever been run in the United States.”",true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
"""When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.""",pants-fire,true,"['true', 'false', 'mostly-true', 'mostly-false', 'half-true', 'pants-fire']",6,True
A lawyer for former President Donald Trump released new proof of 2020 election fraud.,false,false,"['false', 'pants-fire', 'mostly-false']",3,True
"""Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote""",pants-fire,mostly-true,"['mostly-true', 'true', 'half-true', 'mostly-false', 'false']",5,False
"Charleroi, Pennsylvania, “has grown by 2,000% due to an influx in migrants.”",false,false,"['false', 'mostly-false', 'mostly-true', 'pants-fire', 'half-true']",5,True
Democrats paid Beyoncé $11 million for an endorsement.,false,false,"['false', 'pants-fire', 'mostly-false']",3,True
"""Mostly Democrat states refused to hand over data"" that could show election fraud.",half-true,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'half-true']",5,True
"""For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
“Pennsylvania is under a court order to count their ballots on election day and not after!!”,pants-fire,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'half-true', 'true']",6,True
"Gwinnett County, Georgia, sheriff's office said white supremacists “are planning to attack” Black people “from now until the Inauguration.”",pants-fire,false,"['false', 'mostly-false', 'mostly-true', 'pants-fire', 'half-true']",5,True
Former President Jimmy Carter said “don’t ever use” mail in ballots because “they can be so easily corrupted.”,false,false,"['false', 'mostly-false', 'mostly-true', 'pants-fire', 'half-true', 'true']",6,True
"“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”",false,false,"['false', 'pants-fire', 'mostly-false']",3,True
H.R. 1 would “prevent removal of ineligible voters from registration rolls.”,false,false,"['false', 'mostly-false', 'mostly-true', 'true', 'half-true', 'pants-fire']",6,True
"“Maricopa County announced that on Election Day over 540,000 voters visited one of the 223” vote centers, but final official results data claimed that “only 248,070 people voted.”",false,false,"['false', 'mostly-true', 'mostly-false', 'half-true', 'true', 'pants-fire']",6,True
"“Nevada AG admits to changing signature verifications manually for over 200,000 votes.”",false,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'true', 'half-true']",6,True
"""Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
The Arizona gubernatorial race was a “fraudulent election.”,pants-fire,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true']",4,True
"""There are no rules governing"" the 2016 Republican convention, ""the rules have not been set.""",mostly-true,mostly-true,"['mostly-true', 'true', 'half-true', 'mostly-false', 'false']",5,True
"Says Barack Obama ""referred to the carnage that took place in Benghazi as a conspiracy theory.""",pants-fire,false,"['false', 'mostly-false', 'mostly-true', 'true', 'half-true', 'pants-fire']",6,True
"""In order to be a poll worker on the conservative side, you have to register through the Republican Party of Wisconsin.""",mostly-true,false,"['false', 'mostly-true', 'mostly-false', 'true', 'half-true']",5,True
"""Over 20 percent of the electorate is Hispanic"" in Florida.",half-true,mostly-true,"['mostly-true', 'true', 'half-true', 'mostly-false', 'false']",5,True
"Proposition 2 on November’s Texas ballot ""does not cost state taxpayers any money.""",half-true,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'half-true']",5,True
"""One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.""",false,false,"['false', 'mostly-true', 'mostly-false', 'pants-fire', 'true', 'half-true']",6,True
"Says Hillary Clinton campaign chairman John Podesta’s email password was ""password.""",false,false,"['false', 'pants-fire', 'true', 'mostly-true', 'mostly-false', 'half-true']",6,True
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",pants-fire,true,"['true', 'mostly-true', 'mostly-false', 'false', 'half-true']",5,False
"""Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.""",mostly-true,false,"['false', 'pants-fire', 'mostly-false', 'mostly-true', 'half-true']",5,True
"""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""",half-true,false,"['false', 'mostly-false', 'pants-fire', 'mostly-true', 'half-true']",5,True
China is allowed to do crypto mining in the U.S.,mostly-true,false,"['false', 'mostly-true', 'mostly-false', 'half-true', 'true', 'pants-fire']",6,True
"""This is the first time in Texas history -- and only the fourth time in United States history -- that two women are running for the top spots.""",half-true,true,"['true', 'mostly-true', 'half-true', 'false', 'mostly-false']",5,True
"Missouri ""had the largest amount of millennial Democrats running than any other state in the country.""",true,mostly-true,"['mostly-true', 'true', 'mostly-false', 'false', 'half-true']",5,True
