statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"""What we have now is the most generous, in my opinion, 'good time' bill in the entire United States.""",false,false,"['false', 'pants-fire']",2,True
"""Seventy four percent of Californians are absolutely against sanctuary state"" policies.",false,false,"['false', 'mostly-false', 'pants-fire']",3,True
"""There are over 2,000 crimes recorded per 100,000 population in the U.K.,"" compared to ""466 violent crimes per 100,000"" in the United States.",false,false,"['false', 'mostly-false', 'pants-fire']",3,True
“BLM rioters just burned down a black church in a black community with a BLM sign out front.”,false,false,"['false', 'pants-fire']",2,True
“Finnish Court rules sex with children is permitted.”,false,false,"['false', 'pants-fire']",2,True
"The city of Nelson, Ga., is ""quieter than Mayberry.""",half-true,half-true,"['half-true', 'false', 'mostly-true', 'true', 'mostly-false', 'pants-fire']",6,True
A book on Amazon titled “The Shooting of Charlie Kirk” with a Sept. 9 publication date is evidence the event was staged.,false,false,"['false', 'pants-fire', 'mostly-false']",3,True
"Research found that ""over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.""",half-true,half-true,"['half-true', 'mostly-true', 'false', 'true', 'mostly-false']",5,True
"""You see 34 people (are) murdered every single day"" by gunfire in America.",mostly-true,false,"['false', 'mostly-false', 'half-true', 'mostly-true']",4,True
"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",true,true,"['true', 'false', 'mostly-true']",3,True
"""Hillary in hiding as police discover dead body hidden in Huma Abedin’s dumpster.""",false,false,"['false', 'pants-fire']",2,True
"If the sequester hits, federal prosecutors will have to ""let criminals go.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'mostly-true', 'pants-fire']",5,True
"Rhode Island is ""at the top of the country for alcohol-related fatalities.""",mostly-true,mostly-true,"['mostly-true', 'mostly-false', 'false', 'half-true']",4,True
"Says a study shows that children who live with a biological parent and the parent's boyfriend or girlfriend ""have a 20 times greater chance of being sexually abused.""",true,true,"['true', 'false', 'pants-fire']",3,True
"""Over 39% of violent criminals return to prison following their release.""",mostly-true,false,"['false', 'half-true', 'mostly-false', 'mostly-true', 'true', 'pants-fire']",6,True
