statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"Jim Renacci ""voted repeatedly to end Medicare.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Says that according to ""many reports and even our own data,"" the state of Texas spent more through Medicaid on orthodontia than all other states combined.",half-true,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"""Over 70% of the people support Roe v. Wade. Over 90% of the people support funding for Planned Parenthood and making sure women can get the health care they need.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Under (Rick Perry’s) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Prescription drugs ""are nearly 20 percent of our health care costs now when you include hospital prescription drugs.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"The Paul Ryan budget proposal would leave the country ""without Medicare.""",false,false,"['mostly-false', 'false']",2,True
"""The average family premium has increased by 29% under Obama!""",mostly-true,false,"['true', 'mostly-false', 'false']",3,False
"""When one person sneezes, it goes all the way through the aircraft.""",pants-fire,false,"['false', 'pants-fire']",2,True
"Says ""Scott Walker tried to pass a law to allow pharmacists to block women’s access to birth control.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says there is a report ""that showed that, should we move to cover more people to a Medicare for All system, we could actually save the system trillions over an extended period of time.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"The Democrats' health care reform law is a ""government takeover of health care.""",false,false,"['mostly-false', 'false']",2,True
"""I never had a filibuster-proof Senate.""",true,true,"['true', 'false']",2,True
"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"Research shows the employer mandate in the House health reform bill would ""place millions 'at substantial risk of unemployment' — with minority workers losing their jobs at twice the rate of their white counterparts.""",half-true,half-true,"['mostly-true', 'half-true', 'false']",3,True
"Says Bernie Sanders would “go beyond reform and reorder the economy in ways most Democrats — let alone most Americans — don’t support.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"Sen. Marco Rubio ""helped write the law to raise prescription prices.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False
"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"""Unions don’t have to comply with Obamacare.""",pants-fire,false,"['mostly-false', 'false']",2,False
"The Democratic health care bill will ""collect higher taxes for 10 years  and provide health care for only six years.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says a ""rape kit"" can be used to ""clean out"" women, ""basically like"" dilation and curettage.",pants-fire,false,"['false', 'pants-fire']",2,True
“The law in Wisconsin (on abortion time limit) is 20 weeks. That is way outside the international bounds.”,mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"The Baucus health care bill ""could be used to ban guns in home self-defense.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"""The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014,"" including ""each individual’s Body Mass Index.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"More people die from ""medical misadventures"" than firearm accidents nationally and in Florida.",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"""People come here to have babies. They come here to drop a child. It's called 'drop and leave.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
There is majority support for the Democrats' health care plans.,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"""I was the person who saved Pre-Existing Conditions in your healthcare.""",pants-fire,false,"['false', 'pants-fire']",2,True
C-sections are coded as abortions in hospitals.,false,false,['false'],1,True
"A public option for health care would end private insurance ""because the private insurance people will not be able to compete with a government option.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""If you want out of the individual mandate... all you have to do now is tick off the box that says 'hardship' and you're out.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"The CBO says the cost of health care reform will rise to $1.8 trillion, ""increasing the price to far greater than the $900 billion"" originally projected.",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"Cuba has ""a lower child mortality rate than ours. Their life expectancy is now greater than ours.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"Under my platform, ""I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Under last year’s health care reform, ""a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.""",false,false,"['false', 'pants-fire']",2,True
"Says Donald Trump ""wants to replace"" Obamacare ""with a single-payer system.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
“The White House just announced that Trump only has four days left” because of his chronic venous insufficiency.,pants-fire,false,['false'],1,False
"""Medicaid patients were 97 percent more likely to die than those with private insurance.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Emergency rooms account for ""2 percent of all health care spending.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
