statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"""Our businesses have created jobs every single month since (Obamacare) became law.""",true,true,"['true', 'mostly-true']",2,True
"""Women have come through the recession worse off than men … the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.""",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"""Our president has labeled Americans as soft.""",half-true,half-true,['half-true'],1,True
"Hedge fund managers ""pay less in taxes than nurses and truck drivers.""",false,mostly-false,"['mostly-false', 'false']",2,True
UnitedHealthcare posted a job opening for a CEO 24 hours after its CEO was killed.,false,false,['false'],1,True
"Under Gov. Scott Walker, ""employer confidence now stands at 95 percent,"" compared to ""only 10 percent"" at the end of the ""Gov. Jim Doyle-Mary Burke administration.""",mostly-false,mostly-false,['mostly-false'],1,True
An anonymous e-mail says that Hillary Clinton advocates communism.,pants-fire,pants-fire,"['false', 'pants-fire']",2,True
"""A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.""",true,true,['true'],1,True
"""The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work won't have any money to spend.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says Florida's economy ""is largely propped up on low-wage work.""",half-true,true,"['true', 'mostly-true']",2,False
"""Rhode Island has a very generous unemployment compensation rate compared to most other states.""",true,true,['true'],1,True
"The U.S. has ""47 million people on food stamps. That’s 14 million more than when the current occupant of the White House took over.""",mostly-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false']",3,True
Inflation “was 9% when I came to office.”,false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"U.S. Sen. Sheldon Whitehouse ""rewarded Wall Street executives with millions in bonuses.""",pants-fire,false,"['mostly-false', 'false']",2,False
Says he created more than 500 American jobs.,mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""Forty-five percent of those who've been unemployed, they've been unemployed for six months or longer.""",mostly-true,mostly-true,['mostly-true'],1,True
"In the past year, DeKalb has ""attracted and retained more than 2,300 jobs.""",mostly-true,mostly-true,['mostly-true'],1,True
"Florida ranks ""45th out of 50 states'' for its regulatory climate for business.",half-true,half-true,['half-true'],1,True
"Tampa is ""the strip club capital of the world.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
A “default on our debt” would be unprecedented in American history.,mostly-true,true,"['true', 'mostly-true']",2,True
"""Debt has almost doubled in Austin under Gov. Perry.""",true,true,['true'],1,True
"""More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.""",half-true,half-true,['half-true'],1,True
“No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.”,false,false,"['mostly-false', 'false']",2,True
"New financial regulation ""actually guarantees future bailouts of Wall Street banks.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.""",half-true,mostly-true,"['true', 'mostly-true']",2,False
"""Barack Obama is in an economy that's only worsened since he's been president of the United States.""",half-true,half-true,"['half-true', 'mostly-false']",2,True
"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""",half-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false']",3,True
"""Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families, because he thought it would help him scoop up more real estate on the cheap.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"There was ""an estimated $5.3 million of economic loss just for a few hours of shutting down the border. You’re talking about millions and millions of dollars — billions of dollars — of economic consequence, if we continue with this rhetoric around shutting down the border without considering what that means.""",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"“We’ve brought in more than $81 billion in economic investment, more than four times any previous administration.”",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"Says ""unemployment tripled"" in Dane County due to Kathleen Falk’s tax policies",half-true,half-true,['half-true'],1,True
"""Nearly half of all persons under 30 did not go to work today.""",pants-fire,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,False
Says Eric Hovde “claims anyone who believes in transitioning to a clean energy economy is ‘smoking crack cocaine.’”,false,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""A quarter of our workers make $18,000 per year.""",half-true,mostly-true,"['true', 'mostly-true']",2,False
"""Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.""",true,true,['true'],1,True
"""I was speaking out on pension reform almost 17 years ago.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'false']",4,True
"Says Donald Trump promised ""to take care of everybody (through government-run healthcare and) the government's going to pay for it.""",false,false,"['mostly-false', 'false']",2,True
"The minimum wage ""in real terms right now is below where it was when Harry Truman was in office.""",half-true,mostly-true,"['true', 'mostly-true', 'half-true']",3,True
"""If black America were a country, it’d be the 15th wealthiest nation in the world.""",false,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says the Congressional Budget Office said ""unemployment could top 9 percent in 2013""",mostly-false,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""More than 70,000"" job openings are listed on a state jobs website.",mostly-true,mostly-true,['mostly-true'],1,True
"Under Barack Obama, the U.S. now has the ""lowest workforce since (President Jimmy) Carter.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""The economy began its nose dive when Democrats took control of Congress in January 2007.""",pants-fire,pants-fire,['pants-fire'],1,True
"""Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True
"""We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.""",half-true,mostly-false,"['half-true', 'mostly-false', 'false']",3,True
"""If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.""",pants-fire,false,['false'],1,False
"""The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.""",true,true,"['true', 'mostly-true']",2,True
"Of minimum wage workers in Rhode Island ""only 14 percent serve as sole income earner for their family.""",true,mostly-true,"['mostly-true', 'half-true', 'mostly-false']",3,False
"""The past (Obama) administration was the first administration that never had a whole year of 3 percent growth.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"A bill to cap carbon emissions ""could cost Ohio 100,000 jobs.""",mostly-false,mostly-false,['mostly-false'],1,True
"“Right now we have over 40,000 new jobs in a little over 18 months” in Missouri.",false,false,"['mostly-true', 'mostly-false', 'false']",3,True
"""Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades.""",half-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false']",3,True
"Seth Magaziner ""plans to spend billions more of your money.""",false,false,"['mostly-false', 'false']",2,True
"Says Donald Trump’s ""only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff.""",half-true,mostly-false,"['mostly-false', 'false']",2,False
"""New York state spends more than $8 billion in taxpayer money each year on job-creation programs - more than the combined total of the next three largest states""",half-true,true,"['true', 'mostly-true']",2,False
"""The much-trumpeted job growth in the last year was ENTIRELY part-time jobs.""",half-true,mostly-false,"['mostly-false', 'false']",2,False
"Says he ""voted no on the Wall Street bailouts.""",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.""",mostly-true,true,"['true', 'mostly-true']",2,True
"Bing Energy said it decided to move to Florida because of Gov. Rick Scott’s ""plan to eliminate the corporate tax.""",half-true,half-true,['half-true'],1,True
"""The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.""",false,false,"['mostly-false', 'false']",2,True
“Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.”,mostly-true,mostly-true,['mostly-true'],1,True
"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perry's governorship. Also, the Texas rate has increased faster than the national rate during Barack Obama's presidency.",half-true,mostly-true,"['true', 'mostly-true', 'half-true']",3,True
"""While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.""",half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false']",4,True
"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says President Joe Biden ""is trying to send taxpayer dollars to manufacturers overseas that do not abide by the same (carbon emission) standards we do at home.""",half-true,mostly-false,"['mostly-false', 'false']",2,False
"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",true,true,['true'],1,True
Unemployment report shows “America is bouncing back.”,mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""",mostly-false,mostly-false,"['half-true', 'mostly-false']",2,True
"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""",true,true,['true'],1,True
"""Amendment 4 will reduce Florida’s economic output by $34 billion annually.""",mostly-false,false,"['mostly-false', 'false']",2,True
"""Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.""",half-true,mostly-true,"['true', 'mostly-true']",2,False
"""Common welfare programs give income of $43,330 or $20.83 an hour.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false']",4,True
"Says a study indicates up to $8.5 billion in lost GDP and up to 185,000 lost jobs if Texas lawmakers approve a measure limiting transgender bathroom choices.",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false']",3,True
"Macaulay Culkin’s “Home Alone” shopping trip that cost $19.83 in 1990 would cost $72.28 today, up from $44.40 in 2022.",false,false,['false'],1,True
"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",mostly-false,false,"['false', 'pants-fire']",2,False
Some individuals or businesses in Wisconsin are charging $2 or $2.25 an hour for child care.,mostly-true,mostly-true,"['true', 'mostly-true', 'half-true']",3,True
"Rhode Island's state pension system ""underperformed the median three out of the four years that Mr. [Frank] Caprio was in office.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.""",true,true,"['true', 'mostly-true']",2,True
"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",true,true,['true'],1,True
"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.""",false,false,"['mostly-false', 'false']",2,True
"""In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.""",mostly-true,mostly-true,"['mostly-true', 'half-true']",2,True
"""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. … African-American kids are unemployed or underemployed to the tune of 51 percent.""",mostly-true,mostly-true,['mostly-true'],1,True
The cost of a Fourth of July cookout in 2022 increased by 67.2% because of inflation.,false,false,"['mostly-false', 'false']",2,True
"""The majority support (raising) the minimum wage.""",true,true,"['true', 'mostly-true']",2,True
"“It's very misleading when (President Biden) says (inflation) used to be at 9%. This is compounding. It’s not like it went down from 9% to 3%. This is building month after month. The better way to think about it is that it’s 18%, 19% over the last three years.""",half-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false']",3,True
"""In 2001 and '02 . . . we had the pension system funded at (the) 100% level in that year, and we did for two years at that point.""",false,false,"['mostly-false', 'false']",2,True
"""Our economy is growing at its fastest pace in nearly four years. Unemployment is at an all-time low.""",mostly-true,mostly-true,"['mostly-true', 'half-true']",2,True
"""Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""On (Tom) Wolf’s watch, taxes were high, killing 100,000 PA jobs.""",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true']",3,True
"""For the last decade, Floridians’ salaries have shrunk substantially"" when adjusted for inflation.",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"The Milwaukee Bucks are ""actually younger than the Marquette team.""",false,false,['false'],1,True
"""The studies have shown us that [drug testing for welfare recipients] will be saving us money""",false,false,['false'],1,True
"""We're destroying more businesses in the United States now than are being created for the first time in our history.""",half-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false']",3,True
"The Export-Import Bank ""doesn’t cost taxpayers anything.""",half-true,false,"['mostly-false', 'false']",2,False
"During the Reagan administration, ""Millions of people were thrown out of work.""",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""The (Russian) ruble is already going down.""",mostly-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""I took the state of Ohio from an $8 billion hole … to a $2 billion surplus.""",mostly-true,mostly-true,"['mostly-true', 'half-true']",2,True
Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""In the ‘old days’ if you were president and you had a good economy, you were basically immune from criticism.""",pants-fire,false,"['mostly-false', 'false']",2,False
"""Last month, 44 of the 50 states saw an increase in the unemployment rate.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""No one in the country has ever built a brand new sports facility and created this kind of development at the same time.""",mostly-true,mostly-true,['mostly-true'],1,True
"""In the 18th Congressional District, 100% of electric generation comes from coal.""",true,true,['true'],1,True
Vice President Kamala Harris “is a communist. … She is really a Marxist.”,pants-fire,false,"['false', 'pants-fire']",2,True
"""Over the last few years, we’ve put more people back to work than all the other advanced economies combined.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True
"""We have more women in the workforce than ever before.""",half-true,mostly-false,"['half-true', 'mostly-false', 'false']",3,True
"""We have the lowest percentage of Americans working today of any year since 1977.""",mostly-true,half-true,"['mostly-true', 'half-true', 'mostly-false']",3,True
"We have cut ""our deficits by almost three-quarters.""",mostly-true,true,"['true', 'mostly-true']",2,True
"""Since February 2009, the private sector has lost millions of jobs while the federal government has grown by hundreds of thousands of workers.""",half-true,half-true,['half-true'],1,True
"Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
