statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"""Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.""",half-true,false,"['mostly-false', 'false']",2,False
Says President Joe Biden said that Democrats should not vote in the New Hampshire primary.,pants-fire,false,"['false', 'pants-fire']",2,True
"“Maricopa County announced that on Election Day over 540,000 voters visited one of the 223” vote centers, but final official results data claimed that “only 248,070 people voted.”",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads.""",pants-fire,false,"['false', 'pants-fire']",2,True
Wisconsin law says all recall petition signers must sign in the presence of another person.,false,false,['false'],1,True
"Says J.D. Vance said, “People who voted for Trump voted for him for racist reasons.”",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"In the Georgia House district that hosted a special election on June 20, ""Trump won by 20+ points.""",false,false,"['mostly-false', 'false']",2,True
"""Nothing in the Constitution explicitly guarantees our right to vote.""",true,false,"['true', 'mostly-false', 'false']",3,True
Mike Rogers supported “laws that could eliminate IVF and birth control.”,half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools.""",true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False
"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""",pants-fire,false,"['false', 'pants-fire']",2,True
"""Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
“80% of the people” want the option of vote by mail,half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"Voters in Maricopa County, Ariz., were forced to vote using Sharpie pens that aren’t read by voting machines.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,true,true,"['true', 'false']",2,True
"Google and Apple maps won’t give directions to Washington, D.C. because “they don’t want you going to a certain big rally.”",mostly-false,false,"['mostly-false', 'false']",2,True
"""Ballot dumps"" in Pennsylvania, California, North Carolina, Alaska and Wisconsin show election officials are improperly “flipping"" down-ballot seats for Democrats.",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True
20 million Democratic votes “disappeared” in 2024.,pants-fire,false,"['false', 'pants-fire']",2,True
"""In the history of Republican primaries, I’ve gotten the most votes in the history of the Republican party.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"If Missouri Amendment 1 passes, the auditor's office ""could take one district, St. Louis here, and merge it with a district in southwest Missouri, a Republican district, and they don't even have to touch.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"""In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""",true,true,['true'],1,True
"Virginia Democrats recently enforced voter ID rules that were ""considerably more stringent than those contained in the state law they denounce.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
“The millions (of immigrants) that have been paroled can simply go to their local welfare office or the DMV and register to vote.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"“America has 133 million registered voters,” but “159 million votes” were cast in the 2020 presidential election.",false,false,"['false', 'pants-fire']",2,True
The Republican tax and spending bill will let President Donald Trump “delay or cancel elections — legally.”,false,false,"['false', 'pants-fire']",2,True
"""The Russian state has never interfered ... into internal American affairs including election process.""",pants-fire,false,"['false', 'pants-fire']",2,True
"""One in 13 Black Americans are deprived of the right to vote.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Discussing gender-affirming surgical care for minors, said that Sweden “shut it down.”",half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False
"""We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.""",true,false,"['mostly-false', 'false']",2,False
"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",false,false,"['false', 'pants-fire']",2,True
"""Democrats have forced a special election""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True
"If Texas says, “‘We don’t want to be part of America anymore’ … that’s their decision to make.”",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
Vice President Kamala Harris “is a communist. … She is really a Marxist.”,pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True
“22 states will not be certifying the (2024) election.”,false,false,"['false', 'pants-fire']",2,True
Former President Jimmy Carter said “don’t ever use” mail in ballots because “they can be so easily corrupted.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
