statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"""It's the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasn't a court order.""",mostly-true,true,"['true', 'mostly-true']",2,True
"House Democrats ""have a two-to-one advantage money-wise"" against House Republicans.",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""Michael Untermeyer has been a Democrat for more than 40 years.""",half-true,true,"['true', 'mostly-true', 'mostly-false', 'false']",4,False
"Says ""over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.""",true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True
"Conservative groups have spent $5 million ""against"" Tammy Baldwin -- five times more than against all other Democratic U.S. Senate incumbents up for election in 2018 combined.",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
Former President Donald Trump “cut overtime benefits for millions of workers.”,mostly-false,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
Says Joe Biden took a knee during the national anthem.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Says Donald Trump's presidential victory was ""an electoral landslide.""",false,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
Says “some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!”,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Under the Trump administration's trade deal, “China's only fulfilled one-third of the promises of agricultural products that they were supposed to buy from our farmers.”",half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
California’s registered independent voters “will not be able to vote republican come 2020.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
Republican Senate candidate Dave McCormick “wants to outlaw abortions.”,mostly-false,mostly-false,"['mostly-true', 'mostly-false', 'false']",3,True
"""If Buehler were elected, our vote-by-mail system would be at risk.""",pants-fire,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,False
“Nevada ranks 50th in election integrity ratings.”,mostly-false,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared ""wearing glasses that are only for people who have traumatic brain injury.""",false,false,"['false', 'pants-fire']",2,True
"""This election marks the largest Senate gains for a president's party in a first midterm election since at least President Kennedy's in 1962.""",half-true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True
Says President Joe Biden said that Democrats should not vote in the New Hampshire primary.,pants-fire,false,"['false', 'pants-fire']",2,True
Says George Soros was arrested in Philadelphia for election interference.,pants-fire,false,"['false', 'pants-fire']",2,True
“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,pants-fire,false,"['false', 'pants-fire']",2,True
"""5.7 million -- that’s how many illegal immigrants might have voted"" in 2008.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"“In the 2020 election, President Trump voted from behind the desk in the White House in Florida.”",half-true,false,"['false', 'pants-fire']",2,False
"“Nevada AG admits to changing signature verifications manually for over 200,000 votes.”",false,false,"['mostly-true', 'mostly-false', 'false', 'pants-fire']",4,True
"Charges on the Republican Party of Florida credit card were made with ""my money.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",mostly-false,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. …  Kamala Harris is NOT black and never has been.”,false,false,"['false', 'pants-fire']",2,True
"""I don't think anybody is questioning the legitimacy of the presidential election.""",pants-fire,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"Says Tony Thurmond was ""sued by the ACLU"" for leaving students in unsafe conditions.",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""The right to vote in this country has never been intrinsically tied to citizenship.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"After a 2022 law, “the vast majority of colleges in New York State do not have on-campus poll sites.”",mostly-true,mostly-true,"['true', 'mostly-true', 'mostly-false', 'false']",4,True
"Says President Barack Obama carried Congressional District 13 ""by 8.2 points in 2008 and 5.6 points in 2012.""",false,true,"['true', 'mostly-true']",2,False
"Says as GOP was picking a convention city, ""I recommended Ohio.""",false,true,"['true', 'mostly-true', 'half-true']",3,False
Nevada database glitch showing voters cast ballots when they didn’t is evidence that voting by mail is “the largest source of potential voter fraud.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
"""I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.""",mostly-true,true,"['true', 'mostly-true']",2,True
The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True
“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”,pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True
"Noncitizens in Washington, D.C., “can vote in federal elections.”",false,false,"['mostly-false', 'false']",2,True
"Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!""",true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True
"""Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True
"“Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America.”",pants-fire,false,"['mostly-true', 'mostly-false', 'false']",3,False
"Says Barack Obama ""referred to the carnage that took place in Benghazi as a conspiracy theory.""",pants-fire,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,False
"""If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.""",half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,false,false,"['mostly-true', 'mostly-false', 'false', 'pants-fire']",4,True
