statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"Milwaukee County Sheriff David A. Clarke Jr. advised citizens to ""point that barrel center mass and pull the trigger"" because ""911 is not our best option.""",true,true,['true'],1,True
"""Since the passage of (the Violence Against Women Act), annual rates of domestic violence have dropped by 63 percent.""",half-true,mostly-true,"['mostly-true', 'half-true']",2,True
"""The United States has the highest incarceration rate in the world.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",pants-fire,false,"['mostly-false', 'false']",2,False
"Research found that ""over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.""",half-true,half-true,['half-true'],1,True
"A recent spending bill had at least ""$1.6 billion in there ... for schools to give them an opportunity to secure them.""",mostly-false,false,"['mostly-false', 'false']",2,True
"""Crime in Germany is way up.""",false,false,"['mostly-false', 'false']",2,True
"Under Mayor Tom Barrett, the number of Milwaukee police officers ""has not increased.""",true,true,['true'],1,True
"In Florida, “any woman who has an abortion after six weeks — and any doctor who gives her care — will be guilty of a felony.”",half-true,false,"['mostly-false', 'false']",2,False
"""Last year, South Carolina spent $21,756 per prison inmate and $11,552 per student.""",mostly-true,true,"['true', 'mostly-true']",2,True
"""The American murder rate is 50 times that of any other developed nation.""",false,false,"['mostly-false', 'false']",2,True
“Violent crime is near a record 50-year low.”,true,true,['true'],1,True
Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,mostly-true,true,"['true', 'mostly-true']",2,True
"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",true,true,"['true', 'mostly-true', 'false']",3,True
"""The sex-offender registry has been around for a long time, and the research that's out there says that it has no positive impact on the public safety.""",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",true,mostly-true,"['true', 'mostly-true', 'half-true']",3,True
Says a young Texas rapper charged with capital crimes faces the death penalty but the alleged Santa Fe High School shooter faces prison and then parole after 40 years.,false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
Says the Obama administration catches and releases nonviolent illegal immigrants.,half-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""We live in the most incarcerated country in the world.""",mostly-true,mostly-true,"['true', 'mostly-true']",2,True
"""Florida sheriffs unequivocally support"" the ""stand your ground"" law.",mostly-false,mostly-false,"['half-true', 'mostly-false', 'false']",3,True
People are participating in “National Rape Day’” on April 24.,false,false,['false'],1,True
Police made ‘no arrests’ of protesters who blocked Durham Freeway,false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Breaking: Santa Fe killer expresses his love for Obama.""",pants-fire,pants-fire,['pants-fire'],1,True
"Police defunding is to blame for “skyrocketing murder rates” in Philadelphia, Minneapolis, Portland, New York City, Chicago, Los Angeles and Washington, D.C.",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"News interview proves that the Buffalo, New York supermarket shooting was staged.",pants-fire,pants-fire,['pants-fire'],1,True
"I ""kicked crooked cops and government officials off the public pension rolls.""",false,false,['false'],1,True
"""Pier 39 terrorist was an anti-Trump antifa supporter.""",half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False
“These mass shootings happen so much that Ted Cruz really got a template ready to tweet whenever they occur.”,false,false,"['mostly-false', 'false']",2,True
"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson ""are feral and violent.""",pants-fire,false,"['false', 'pants-fire']",2,True
Says Nancy Pelosi was arrested after ripping a copy of the State of the Union speech.,pants-fire,pants-fire,['pants-fire'],1,True
"""Investigators: Anthony Bourdain was killed by Clinton operatives.""",pants-fire,pants-fire,['pants-fire'],1,True
“Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.”,mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"Says Donald Trump and Ron Johnson ""oppose a woman's right to choose and Johnson voted against the Violence Against Women Act.""",mostly-true,mostly-true,['mostly-true'],1,True
"""Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldn't have been politically correct.""",half-true,mostly-false,"['mostly-false', 'false']",2,False
