statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
Sudden death in adults and Sudden Infant Death Syndrome are caused by vaccines.,false,false,['false'],1,True
“They are hiding the fact that Barbara O’Neill’s cousin was sentenced to life in prison for revealing these gatekept health secrets.”,false,false,['false'],1,True
"""This year, a majority of states are seeing premiums and costs double"" under Obamacare.",false,mostly-false,"['mostly-false', 'false']",2,True
"Says Texas Democrat Lizzie Pannill Fletcher contradicted herself on her health care position by saying ""we need universal health care.""",false,false,"['half-true', 'mostly-false', 'false']",3,True
"""Neville Chamberlain told the British people: ‘Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Let's appease them. Why? Because it can't be done. We cannot possibly stand against them.’""",mostly-false,false,"['mostly-false', 'false']",2,True
"The health care reform bill ""would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.""",pants-fire,false,"['mostly-false', 'false']",2,False
"Says Rick Scott’s ""hospital company stole millions, defrauding the military’s health care program.""",true,true,"['true', 'mostly-true']",2,True
Says Marco Rubio endorsed Obamacare for his own family.,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",pants-fire,false,"['false', 'pants-fire']",2,True
"""In the period from 2007 to 2011, the Office of Health Insurance Commissioner reported an 18 percent decline in the state’s total medical spending.""",half-true,mostly-true,"['true', 'mostly-true']",2,False
"""Every county in the state of Texas has a veterans court.""",false,false,"['mostly-false', 'false']",2,True
"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false']",4,True
"""300,000 Floridians have lost their health insurance"" as a result of Obamacare.",false,mostly-false,"['mostly-false', 'false']",2,True
"Under Obamacare, Virginia taxpayers would have been ""forced to pay for abortions"" if the General Assembly had not recently intervened.",false,false,"['mostly-false', 'false']",2,True
"Says ""President Obama just granted all of Congress an exception"" to Obamacare.",false,false,"['mostly-false', 'false']",2,True
"Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with ""taxpayer-funded health care for life.""",pants-fire,mostly-false,"['mostly-false', 'false']",2,False
"Because of U.S. Senate rules, Democrats need ""more than a majority ... to codify Roe vs. Wade.""",true,true,"['true', 'mostly-true', 'false']",3,True
"""Doctors kill about 250,000 people a year in botched surgeries.""",false,false,['false'],1,True
“The number of ICU beds is larger in Boone County by a factor of three” compared to Orange County for the University of North Carolina.,false,false,"['mostly-true', 'mostly-false', 'false']",3,True
“Ron Johnson just came out in favor of a federal abortion ban.”,mostly-false,false,"['mostly-false', 'false']",2,True
"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",pants-fire,pants-fire,['pants-fire'],1,True
Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""Every survey shows strong satisfaction with private coverage.""",half-true,half-true,"['mostly-true', 'half-true']",2,True
"""The public option is not funded with public money. It's funded with private insurance premiums.""",half-true,half-true,['half-true'],1,True
“We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.”,false,false,['false'],1,True
"When Rick Scott was governor, Florida ""invested record funding in HIV/AIDS prevention.""",mostly-false,false,"['mostly-false', 'false']",2,True
"Says Betsy DeVos and her family ""have donated extensively to groups which promote the idea that students who identify as LGBT must undergo 'conversion' therapy.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false']",3,True
"""Romneycare has … killed 18,000 Massachusetts jobs.""",mostly-false,mostly-false,"['half-true', 'mostly-false', 'false']",3,True
"Republican ""sabotage"" cost 3.2 million people coverage in 2017.",half-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false']",3,True
"""No doctors who went to an American medical school will be accepting Obamacare.""",pants-fire,false,['false'],1,False
"Obamacare ""cuts seniors’ Medicare.""",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""Social Security took seven years before anybody got the first check.""",mostly-false,mostly-false,"['mostly-false', 'false']",2,True
"""Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies ""charge five times more for people over 50.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"""October 2013, Obama shut down the government for 16 days to force Obamacare.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True
"Her health care plan will cost $110-billion in the first year, which can be paid for with savings.",half-true,half-true,['half-true'],1,True
"""Seven out of ten doctors are not taking any new Medicaid patients as lower reimbursement rates make it cost-prohibitive.""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True
"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""",half-true,half-true,"['mostly-true', 'half-true']",2,True
"According to a recent poll, ""there are more young Republicans enrolled in their parents' (health insurance) plans than young Democrats.""",true,true,['true'],1,True
"Says ""One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.""",mostly-true,mostly-true,['mostly-true'],1,True
"Even after collective bargaining reforms, most Wisconsin public employees ""are still paying about 12 to 13 percent"" of their health insurance premiums, while most state residents who work in the private sector ""pay 20 to 25 percent.""",mostly-true,mostly-true,['mostly-true'],1,True
"""They’ve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.""",true,true,"['true', 'mostly-true']",2,True
