statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"Republicans offered Wisconsin bar patrons ""free shots (of alcohol) to sign recall petitions against"" Democrats.",mostly-false,mostly-false,"['mostly-false', 'half-true', 'mostly-true', 'false']",4,True
“Paper ballots and hand counting never breaks down.”,false,false,"['false', 'mostly-false']",2,True
"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.",false,false,['false'],1,True
"“During Covid, Tim Walz rationed access to monoclonal antibody treatments based on skin color.”",mostly-false,false,"['false', 'mostly-false', 'half-true']",3,True
The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,false,false,"['false', 'mostly-false', 'half-true']",3,True
"Voter fraud provided ""a portion"" of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.",false,false,['false'],1,True
Forty percent of union members voted Republican in 2008.,mostly-true,mostly-true,['mostly-true'],1,True
Pennsylvania Senate candidate John Fetterman’s tattoo references ‘heroin use’ and the Crips,mostly-false,false,"['false', 'mostly-false', 'half-true', 'mostly-true']",4,True
“The state of Washington has already sent out their ballots” for the 2024 presidential election.,false,false,['false'],1,True
"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'mostly-true']",4,True
"“By federal law, if you sign someone up for Medicaid, you also give them the right to vote. … This is political patronage at the expense of Medicaid.”",false,false,"['false', 'mostly-false']",2,True
"""The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.""",mostly-true,true,"['true', 'mostly-true']",2,True
"Under HR 1, a person can still vote if they are 16, in the U.S. illegally, have no ID and have not registered to vote",mostly-false,false,"['false', 'mostly-false']",2,True
Proof of citizenship isn't necessary before you register to vote in Florida.,mostly-false,false,"['false', 'true', 'mostly-false', 'mostly-true']",4,True
"Says Milwaukee County Executive Chris Abele ""eliminated"" sheriff’s office funding for providing security for presidential and presidential campaign visits.",half-true,half-true,['half-true'],1,True
"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",mostly-false,false,"['false', 'mostly-true', 'mostly-false', 'true']",4,True
Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”,pants-fire,false,"['false', 'mostly-false', 'mostly-true']",3,False
"""There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged.""",half-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True
“The Montana Secretary of State left Kamala Harris off the ballot.”,half-true,false,"['false', 'mostly-false', 'half-true']",3,True
The 2020 election was the only time in American history that an election took more than 24 hours to count.,false,false,['false'],1,True
California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”,false,false,"['false', 'mostly-false']",2,True
"If Joe Biden steps down, Nancy Pelosi will become vice president.",false,false,['false'],1,True
“Breaking: Trump names Boebert secretary of education”,false,false,['false'],1,True
“Bennie Thompson objected to the 2004 Presidential election.”,mostly-true,false,"['false', 'mostly-false', 'true', 'half-true', 'mostly-true']",5,True
"“We’ve had 12 elections in 24 years in Wisconsin that have been decided by less than 30,000 votes.”",true,mostly-true,"['mostly-true', 'true', 'half-true', 'mostly-false']",4,True
"Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",true,true,"['true', 'mostly-true']",2,True
