statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered
"""Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.""",pants-fire,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"""Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers weren’t needed.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'mostly-true', 'pants-fire']",5,True
"""Unions don’t have to comply with Obamacare.""",pants-fire,false,"['false', 'mostly-false', 'pants-fire', 'true']",4,True
"""80% of children born in developing countries die of cancer each year.""",mostly-false,false,"['false', 'mostly-false']",2,True
"""83% of doctors have considered leaving the profession because of #Obamacare.""",false,false,"['false', 'mostly-false', 'pants-fire', 'half-true']",4,True
"""As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.""",false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"Says Jose Felix Diaz supports President Donald Trump's ""plan to slash Medicare, charge older Americans an age tax and cut coverage for pre-existing conditions.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"""We currently have one guy who is in charge of painting the entire Milwaukee County parks system.""",half-true,false,"['false', 'mostly-false']",2,False
"""According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.""",true,true,"['true', 'false']",2,True
"""Drug prices in this country actually came down last year for the first time in 50 years. That’s because Donald Trump’s president.""",mostly-false,false,"['false', 'mostly-false', 'pants-fire']",3,True
"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",true,false,"['false', 'mostly-false', 'true']",3,True
The Senate Democrats’ reconciliation bill “will strip $300 billion from Medicare.”,false,false,['false'],1,True
"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",true,false,"['false', 'mostly-false', 'half-true', 'mostly-true', 'pants-fire', 'true']",6,True
"""The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.""",false,false,"['false', 'mostly-false', 'half-true']",3,True
"""Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"Warren Buffett recently said ""Scrap Obamacare and Start All Over.""",pants-fire,false,"['false', 'pants-fire']",2,True
"""Two million more people just dropped out of Obamacare. It is in a death spiral.""",mostly-false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
“All ‘gender affirming care’ for children is 100% experimental. There are zero long term studies on the effects the drugs and surgeries will have on them.”,mostly-false,false,"['false', 'mostly-false']",2,True
"A company with ""20 employees"" could go ""out of business"" because of health care law requirements to buy insurance.",pants-fire,false,"['false', 'mostly-false']",2,False
"""Barack Obama's health care bill is nothing new. Mitt Romney signed one just like it four years before.""",mostly-true,mostly-true,"['mostly-true', 'false', 'half-true', 'true']",4,True
"""Florida is ranked 50th in the nation for mental health care funding.""",mostly-true,true,"['true', 'false', 'mostly-false']",3,False
"Under a new executive order, prescription drug prices will be reduced “almost immediately.”",mostly-false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"""The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.""",false,false,"['false', 'mostly-false', 'half-true', 'pants-fire']",4,True
"""This year, 97 Missouri counties have only one insurer participating in the Obamacare exchanges. Last year, every Missouri county had at least two insurance options. In addition, most Missourians will see an increase in their premiums, with some facing an increase upward of 40 percent""",half-true,true,"['true', 'false', 'half-true', 'mostly-true']",4,True
"People with the COVID-19 vaccine are being ""tracked in real time via 5G cellular, and all that data can be hacked into to track you.""",pants-fire,false,"['false', 'pants-fire']",2,True
"""The $5 billion website for Obamacare … never worked. Still doesn't work.""",false,false,"['false', 'mostly-false', 'pants-fire']",3,True
